english	hindi
Ishana	इशाना
Ishani	ईशानी
Ishanika	इशानिका
Ishanvi	इशान्वी
Ishanya	इशान्य
Ishi	इशी
Ishika	इशिका
Ishita	इशिता
Ishrat	इशरत
Ishta	इष्टा
Ishwari	ईश्वरी
Ishwarya	इश्वार्य
Ishya	इष्य
Itkila	इत्किला
Ivy	इव्य
Iyalisai	इयलीसाई
Iyla	इयला
Izdihaar	इज्दिहार
Jaabir	जाबिर
Jaafar	जाफर
Jabez	जाबेज़
Jadhav	जाधव
Jag	जाग
Jag Jivan	जग जीवन
Jagachandra	जागचंद्रा
Jagad	जगड़
Jagadayu	जगदायु
Jagadbandu	जगदबंदु
Jagadeep	जगदीप
Jagadev	जगदेव
Jagadhidh	ज़गधीध
Jagadhish	जगधिश
Jagadip	जगदीप
Jagadish	जगदीश
Jagajeet	जगजीत
Jagajeevan	जगजीवन
Jagan	जगन
Jaganmay	जगंमय
Jagannath	जगन्नाथ
Jagat	जगत
Jagatbehari	जगतबहरी
Jagatguru	जगतगुरु
Jagath	जगत
Jagatkishor	जगतकिशोर
Jagatpal	जगतपाल
Jagatprabhu	जगतप्रभु
Jagatprakash	जगतप्रकाश
Jagatveer	जगतवीर
Jagdeep	जगदीप
Jagdeo	जग्देओ
Jagdish	जगदीश
Jagesh	जागेश
Jagger	जग्गेर
Jagish	जगिश
Jagjeevan	जगजीवन
Jagmohan	जगमोहन
Jagrav	जग्रव
Jagreet	जागरीत
Jahan	जहान
Jahi	जाही
Jahnu	जाहनु
Jai	जय
Jaichand	जैचंद
Jaidayal	जय दयाल
Jaideep	जयदीप
Jaidev	जैदेव
Jaigath	जगत
Jaigopal	जय गोपाल
Jaikrishna	जय कृष्ण
Jaimini	जैमिनी
Jainarayan	जय नारायण
Jainil	जैनिल
Jaipal	जयपाल
Jairaj	जैराज
Jairam	जैराम
Jaisal	जैसल
Jaishankar	जय शंकर
Jaisukh	जयसुख
Jaithra	जैथरा
Jaitra	जैत्र
Jaival	जैवल
Jaivant	जयवंत
Jaivardhan	जयवर्धन
Jaiveer	जयवीर
Jaiwant	जैवंत
Jakarious	जकरिऔस्
Jalaal	जलाल
Jalad	जलद
Jalal	जलाल
Jalbhushan	जलभुशन
Jaldev	जलदेव
Jaldhar	जलधर
Jalender	जलेन्दर
Jalendra	जालेंद्र
Jalendu	जालेंदु
Jalesh	जलेश
Jalil	जलील
Jalindra	ज़ालिनद्रा
Jalindra	जलिन्द्र
Jalsa	जलसा
Jamaal	जमाल
Jamaal Udeen	जमाल उदीन
Jamal	जमाल
Jameel	जामील
Janak	जनक
Janakibhushan	जानकीभूषण
Janakidas	जानकीदास
Janakinath	जानकीनाथ
Janakiraman	जानकीरमन
Janamejay	जानामेज़य
Janardan	जनार्दन
Janav	जनाव
Janesh	जनेश
Janith	जनिथ
Jankesh	जन्केश
Janmesh	जन्मेश
Janu	जानु
Janya	जन्य
Japa	जपा
Japan	जपन
Japendra	जपेंद्र
Japesh	जपेश
Jarrar	जर्रार
Jasamit	जसमित
Jasapal	जसपाल
Jasbeer	जसबीर
Jashan	जशन
Jashith	जशिथ
Jashun	जशुन
Jasjit	जसजीत
Jaskaran	जस्करण
Jaspal	जसपाल
Jasraj	जसराज
Jasveer	जसवीर
Jasvinder	जसविंदर
Jaswant	जसवंत
Jaswant	जसवंत
Jatan	जतन
Jatasya	जतास्या
Jatayu	जटायु
Jatin	जतिन
Jatinder	जतिन्दर
Jatya	जत्या
Javed	जावेद
Javesh	जवेश
Javin	जाविन
Jawad	जवाद
Jawahar	जवाहर
Jay	जय
Jayachand	जयचंद
Jayad	जायद
Jayadeep	जयदीप
Jayaditya	जयदित्या
Jayakrishan	जयाक्रिशन
Jayant	जयंत
Jayanta	जयंता
Jayapal	जयपाल
Jayaprakash	जयप्रकाश
Jayashekhar	जयशेखर
Jayawant	जयवंत
Jayendra	जयेन्द्र
Jayesh	जयेश
Jayin	जयीन
Jaysukh	जयसुख
Jeemutbahan	जीमुत्बाहन
Jeevan	जीवन
Jeevanprakash	जीवंप्रकाश
Jeevaraj	जीवराज
Jehangir	ज़ेहांगीर
Jenya	जेन्या
Jhoomer	झूमेर
Jhulier	झुलिएर
Jhumar	झूमर
Jigar	जिगर
Jiger	जिगेर
Jignesh	जिज्ञेश
Jihad	जिहाद
Jihan	जिहान
Jilesh	जिलेश
Jimuta	जिमुता
Jina	जीना
Jinabhadra	जिनाभद्र
Jinadev	जिनादेव
Jinendra	जिनेन्द्र
Jishnu	जिश्नु
Jitamitra	जितामित्र
Jitender	जीतेन्दर
Jitendra	जीतेन्द्र
Jivaj	जिवज
Jival	जीवल
Jivana	जीवना
Jivesh	जीवेश
Jivin	जीविन
Jivitesh	जीवितेश
Jivraj	जीवराज
Jnhih	ज्न्हिः
Jnyandeep	ज्ञानदीप
Jnyaneshwar	ज्ञानेश्वर
Jogesh	जोगेश
Joginder	जोगिन्दर
Joginder	जोगिंद्रा
Jogindra	जोगिंद्रा
Jograj	जोगराज
Jugal	जुगल
Jugnu	जुगनू
Jujhar	जुज़ार
Jusal	जुसल
Jwala	ज्वाला
Jwalant	ज्वलंत
Jwalaprasad	ज्वालाप्रसाद
Jwalia	ज्वालिया
Jyestha	जयेस्था
Jyotichandra	ज्योतिचंद्र
Jyotindra	ज्योतिन्द्र
Jyotiprakash	ज्योतीप्राकाश
Jyotiranjan	ज्योतिरंजन
Jyotirdhar	ज्योतिर्धर
Jyotirmaya	ज्योतिर्मय
Jyotirmoy	ज्योतिरमोय
Jaba	जबा
Jabeen	जबीन
Jagadamba	जगदम्बा
Jagadambika	जगदम्बिका
Jaganmata	जगनमाता
Jaganmayee	जगनमई
Jaganmohini	जगनमोहिनी
Jagathi	जागती
Jagati	जगती
Jagavi	जागवी
Jagrati	जाग्रति
Jagriti	जागृति
Jagruti	जागृति
Jagvi	जग्वी
Jahanara	जहाँआरा
Jaheel	जहील
Jahnavi	जाह्नवी
Jailekha	ज़ैलेखा
Jaiman	जैीमन
Jaimathi	जैमाथि
Jaina	जैना
Jaipriya	जैप्रिया
Jaishree	जयश्री
Jaisudha	जैसुधा
Jaitashri	जैताश्री
Jaiwanti	जैवंती
Jala	जला
Jalabala	ज़लाबला
Jaladhi	जलधि
Jaladhija	जलधीजा
Jalahasini	जलहसिनी
Jalaja	जलज़ा
Jalanhili	जलंहिली
Jalbala	जलबाला
Jalela	जालेला
Jalpa	जल्पा
Jalsa	जलसा
Jameela	जमीला
Jameerah	जमीराह
Jamini	ज़मीनी
Jamuna	जमुना
Janaan	जनान
Janaki	जानकी
Janaknandini	जनकनंदिनी
Janani	जाननी
Janavika	जनाविका
Janhavi	जान्हवी
Janhitha	जानहिता
Janisha	जनिषा
Janitha	जनिता
Janki	जानकी
Jansi	जांसी
Januja	जनूज़ा
Janya	जन्य
Jarul	जरुल
Jasmin	जस्मिन
Jasminder	जसमिंदर
Jasmit	जस्मित
Jasoda	जसोदा
Jasodhara	ज़सोधरा
Jaspinder	जसपिंदर
Jasu	जसु
Jasum	जसुम
Jasweer	जसवीर
Javeria	जवेरिया
Jaya	जया
Jayalakshmi	जयालक्ष्मी
Jayalalita	जयललिता
Jayamala	जयमाला
Jayan	जयन
Jayani	जयानी
Jayanti	जयंती
Jayantika	जयंतिका
Jayaprabha	जयप्रभा
Jayaprada	जयाप्रदा
Jayashree	जयश्री
Jayashri	जयश्री
Jayasudha	जयसुधा
Jayati	जयति
Jayavanti	जयवंती
Jayita	जयिता
Jayitri	जायित्री
Jayna	जयना
Jayne	जयने
Jayshri	जयश्री
Jeeteshi	जीतेशी
Jeeval	जीवल
Jeevankala	जीवनकला
Jeevanlata	जीवनलता
Jeevika	जीविका
Jeevitha	जीविथा
Jenya	जेन्या
Jesal	जेसल
Jetashri	जेताश्री
Jhalak	झलक
Jharna	झरना
Jhilmil	झिलमिल
Jhinuk	झिनूक
Jigisha	जिगीषा
Jigna	जिग्ना
Jignasa	जिग्नासा
Jigya	जिग्या
Jigyasa	जिज्ञासा
Jilpa	जिल्पा
Jinal	जिनल
Jithya	जिथ्या
Jivika	जीविका
Jiya	जिया
Joel	जोएल
Joshika	जोशिका
Joshita	जोशीता
Joshitha	जोशिथा
Jovita	जोविता
Jowaki	जोवाकी
Juana	जुअना
Juhi	जूही
Jui	जुई
Juily	जुइली
Jumaana	जमाना
Jwala	ज्वाला
Jyeshtha	ज्येष्ठ
Jyoti	ज्योति
Jyotibala	ज्योतिबाला
Jyotika	ज्योतिका
Jyotirmayi	ज्योतिर्मयी
Jyotirmoyee	ज्योतिर्मोयी
Jyotishmati	ज्योतिषमति
Jyotsna	ज्योत्सना
Kaamil	कामिल
Kabir	कबीर
Kadamb	कदम्ब
Kadeem	कदीम
Kaditula	कदितुला
Kahill	काहिल
Kailas	कैलास
Kailash	कैलाश
Kailashchandra	कैलाशचंद्र
Kailashnath	कैलाशनाथ
Kairav	कैरव
Kaivalya	कैवल्य
Kaladhar	कलाधर
Kalanath	कलानाथ
Kalap	कलाप
Kalapriya	कलाप्रिया
Kalash	कलश
Kal-hans	कल-हंस
Kalicharan	कालीचरण
Kalidas	कालिदास
Kalimohan	कालिमोहन
Kalipada	कालिपदा
Kaliranjan	कालिरंजन
Kalith	कालित
Kaliya	कालिया
Kalpa	कल्पा
Kalya	काल्या
Kalyan	कल्याण
Kamadev	कामदेव
Kamal	कमाल
Kamalaj	कमलाज
Kamalakar	कमलाकर
Kamalaksh	कमालाक्ष
Kamalanayan	कमलनयन
Kamalapati	कमलापति
Kamalbandhu	कमालबंधू
Kamalesh	कमलेश
Kamalkant	कमलकांत
Kamalnath	कमलनाथ
Kamalnayan	कमलनयन
Kaman	कमान
Kamat	कामत
Kamboj	कंबोज
Kamesh	कामेश
Kamik	कामीक
Kamlesh	कमलेश
Kamod	कमोद
Kamraj	कामराज
Kamran	कामरान
Kamsantak	कमसंतक
Kamukh	कामुख
Kanad	कनद
Kanaiya	कनैया
Kanak	कनक
Kanal	कनल
Kanan	कानन
Kanchan	कंचन
Kandan	कंदन
Kandarp	कंदर्प
Kandarpa	कंदर्प
Kanha	कान्हा
Kanhaiya	कन्हैया
Kanhaiyalal	कन्हैयालाल
Kanish	कनिश
Kanishk	कनिष्क
Kanishka	कनिष्का
Kanishta	कनिश्टा
Kanj	कंज
Kantilal	कांतिलाल
Kantimoy	कंतिमोय
Kanu	कनु
Kanv	कांव
Kanvar	कंवर
Kanwal	कंवल
Kanwaljeet	कंवलजीत
Kanwalkishore	कंवलकिशोरे
Kapali	कपाली
Kapi	कापी
Kapidhwaj	कपिध्वज
Kapil	कपिल
Kapil Dev	कपिलदेव
Kapilashwar	कपिलाश्वर
Kapish	कपीश
Karan	करन
Kareem	करीम
Karika	कारिका
Karim	करीम
Karna	करना
Karnik	कार्निक
Kartar	करतार
Kartik	कार्तिक
Kartikeya	कार्तिकेय
Karun	करुण
Karunakar	करुनाकर
Karunamay	कऋूणामय
Karunashankar	करुनाशंकर
Kashif	काशीफ़
Kashinath	काशीनाथ
Kashiprasad	काशिप्रसाद
Kashyap	कश्यप
Kasish	कशिश
Kathith	कथित
Katyayan	कात्यायन
Kaunteya	कौन्तेय
Kausar	कौसर
Kaushal	कौशल
Kaushik	कौशिक
Kaustav	कौस्तव
Kaustubh	कौस्तुभ
Kautik	कौतिक
Kautilya	कौटिल्य
Kavan	कवन
Kaveesha	कवीषा
Kavel	कवेल
Kavi	कवि
Kavin	कविन
Kavindra	कवीन्द्र
Kaviraj	कविराज
Kavish	कविश
Kayan	कयान
Kayosh	कयोश
Kedar	केदार
Kedarnath	केदारनाथ
Keshav	केशव
Keshto	केश्तो
Ketak	केतक
Ketan	केतन
Ketu	केतु
Ketubh	केतुभ
Keva	केवा
Keval	केवल
Kevalkishore	केवलकिशोरे
Kevalkumar	केवलकुमार
Keyur	केयूर
Khadim	खादिम
Khair Udeen	खैर उदीन
Khairy	खैरी
Khajit	खाजित
Khaldoon	खल्दून
Khaleel	खलील
Khalid	ख़ालिद
Khazana	ख़ज़ाना
Khemchand	खेमचंद
Khemprakash	खेमप्रकाश
Khushal	ख़ुशाल
Khuzaymah	खुज़य्माह
Kinshuk	किंशुक
Kiran	किरण
Kiranmay	किरंमय
Kiratidev	किरतीदेव
Kirik	किरीक
Kirin	किरिन
Kirit	किरीट
Kiritmani	किरिटमणि
Kirtan	कीर्तन
Kirtibhushan	किर्तिभुशन
Kirtikumar	किर्तिकुमार
Kirtin	किर्तिन
Kirtinath	कीर्थिनाथ
Kirtivallabh	किर्तिवल्लभ
Kishor	किशोर
Kishore	किशोर
Kishorekumar	किशोरेकुमार
Koshin	कोशिन
Kotijit	कोटीजित
Koundinya	कौंदिन्य
Kovida	कोविदा
Kovidh	कोविद
Kranti	क्रांति
Kriday	क्रिदय
Kripal	कृपाल
Kripanidhi	कृपानिधि
Kripasagar	कृपासागर
Krish	क्रिश
Krishang	क्रिशंग
Krishanu	क्रिशानु
Krishna	कृष्णा
Krishnachandra	कृश्णाचंद्रा
Krishnadeva	कृष्नदेवा
Krishnakanta	कृष्णकाँता
Krishnakumar	कृष्णकुमार
Krishnala	कृष्णला
Krishnamurari	कृष्णमुरारी
Krishnamurthy	कृष्णामूर्ति
Krishnaroop	कृष्णरूप
